Top 2000 HathiTrust Open Titles, May 2014-May 2017


Title |  Uses | Publication Date
Lloyd's list. | 8370 views | 1775
The Street railway journal. | 8370 views | 1891
Catalog of copyright entries. | 8360 views | 1923
American Kennel Club stud book register. | 8360 views | 1917
Love's Valley. | 8360 views | 1954
The buccaneers of America, | 8358 views | 1911
Colonial families of the Southern states of America: a history and genealogy of colonial families who settled in the colonies prior to the revolution. | 8346 views | 1911
The official roster of Ohio soldiers, sailors and marines in the world war, 1917-18 ... | 8342 views | 1929
Bulletin / | 8340 views | 1913
Pomfret, Vermont | 8338 views | 1930
Collier's. | 8319 views | 1906
Introduction to design. | 8312 views | 1962
Solubilities of inorganic and metal organic compounds; a compilation of quantitative solubility data from the periodical literature. | 8311 views | 1941
Indians at work. | 8307 views | 1934
Elementary theory of angular momentum. | 8306 views | 1957
Whitfield, Bryan, Smith, and related families / | 8306 views | 1950
The significance of the frontier in American history / | 8305 views | 1894
General Washington's spies on Long Island and in New York, | 8296 views | 1939
Cycle and automobile trade journal. | 8295 views | 1903
Engine dynamics and crankshaft design / | 8294 views | 1925
Guidebook for recruiters. | 8292 views | 9999
Gesammelte Werke für Klavier und Orgel / | 8291 views | 1917
Twenty Jātaka tales, | 8281 views | 1939
The radical humanist | 8278 views | 1974
The genealogy of the Beale family (1399-1956) ... | 8274 views | 1956
Registro oficial de la provincia de Buenos Aires | 8271 views | 1835
The field diary of Lt. Edward Settle Godfrey, commanding Co. K, 7th Cavalry Regiment under Lt. Colonel George Armstrong Custer in the Sioux encounter at the Battle of the Little Big Horn, covering the period from May 17, 1876 when the expedition commanded by Brigadier General Alfred H. Terry left Ft. Abraham Lincoln, Bismark, Dakota Territory until the return of the battered regiment a few days after September 24, 1876, to the same place. | 8267 views | 1957
The Horseless age. | 8267 views | 1901
Operator's manual for truck, 5-ton, 6x6, M39 series : model, chassis, truck, M40 ... NSN with winch, 2320-00-835-8350 ... NSN without winch, 2323-00-835-8349 .... | 8262 views | 9999
Electric circuits : a first course in circuit analysis for electrical engineers, a publication of the Technology Press, Massachusetts institute of technology / | 8255 views | 1944
Metal cutting tool handbook. | 8254 views | 1949
Genealogy of the Vanderpoel family : with items of personal, political and social interest. | 8247 views | 1912
Japanese personal names, | 8245 views | 1943
The mystery man of Banna Strand; the life and death of Captain Robert Monteith. | 8244 views | 1959
Slavery and Catholicism. | 8243 views | 1957
Design of cylindrical concrete shell roofs / | 8243 views | 1952
The Englishwoman's domestic magazine. | 8240 views | 1863
The house of the seven gables / | 8239 views | 1883
History of the George Washington bicentennial celebration ... Literature series. | 8236 views | 1932
The Saturday evening post. | 8229 views | 1916
Lloyd's list. | 8229 views | 1825
The white armies of Russia; a chronicle of counter-revolution and allied intervention. | 8224 views | 1933
Archaeological survey of Kentucky. | 8223 views | 1932
Alternating-current circuits. | 8223 views | 1960
